job_id,job_title,company_name,location,employment_type,experience_level,department,salary_range,job_description,responsibilities,requirements,preferred_qualifications,required_skills,preferred_skills,status
JD-419304,Interaction Designer (Fresher),TCS,"Noida, India",Contract,Entry Level,Engineering,?3–6 LPA,The position contributes to scalable and production-ready software development.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Adobe After Effects, Lottie, Motion Design","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Adobe After Effects; Lottie; Motion Design; Component States,Figma,Active
JD-607962,Interaction Designer (Fresher),Infosys,"Chennai, India",Full-time,Mid Level,Engineering,?6–12 LPA,This role supports long-term platform evolution and stability.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Adobe After Effects, Lottie, Motion Design",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Adobe After Effects; Lottie; Motion Design; Component States,Figma,Active
JD-579497,Interaction Designer (Fresher),Accenture India,"Gurgaon, India",Contract,Senior Level,Engineering,?12–22 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Adobe After Effects, Lottie, Motion Design",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Adobe After Effects; Lottie; Motion Design; Component States,Figma,Active
JD-818886,Interaction Designer (Fresher),Paytm,"Noida, India",Contract,Lead / Architect,Engineering,?22–40 LPA,This position contributes to performance optimization and feature delivery.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Adobe After Effects, Lottie, Motion Design",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Adobe After Effects; Lottie; Motion Design; Component States,Figma,Active
JD-633786,Interaction Designer (Fresher),HCL Technologies,"Noida, India",Contract,Entry Level,Engineering,?3–6 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Protopie, Mobile Interactions, Gesture Libraries","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Protopie; Mobile Interactions; Gesture Libraries; Logic,User Testing,Active
JD-354313,Interaction Designer (Fresher),Accenture India,"Noida, India",Contract,Mid Level,Engineering,?6–12 LPA,This role supports long-term platform evolution and stability.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Protopie, Mobile Interactions, Gesture Libraries",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Protopie; Mobile Interactions; Gesture Libraries; Logic,User Testing,Not Active
JD-460041,Interaction Designer (Fresher),HCL Technologies,"Hyderabad, India",Full-time,Senior Level,Engineering,?12–22 LPA,This position contributes to performance optimization and feature delivery.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Protopie, Mobile Interactions, Gesture Libraries",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Protopie; Mobile Interactions; Gesture Libraries; Logic,User Testing,Active
JD-712661,Interaction Designer (Fresher),Flipkart,"Bengaluru, India",Contract,Lead / Architect,Engineering,?22–40 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Protopie, Mobile Interactions, Gesture Libraries",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Protopie; Mobile Interactions; Gesture Libraries; Logic,User Testing,Active
JD-930823,Interaction Designer (Fresher),Paytm,"Mumbai, India",Contract,Entry Level,Engineering,?3–6 LPA,This role focuses on developing and maintaining scalable Interaction Designer (Fresher) solutions for real-world applications.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Figma, HTML/CSS Basics, Web Transitions","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Figma; HTML/CSS Basics; Web Transitions; Responsive Design,Accessibility,Active
JD-279203,Interaction Designer (Fresher),TCS,"Noida, India",Full-time,Mid Level,Engineering,?6–12 LPA,This role supports continuous improvement of applications within the Interaction Designer (Fresher) domain.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Figma, HTML/CSS Basics, Web Transitions",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Figma; HTML/CSS Basics; Web Transitions; Responsive Design,Accessibility,Active
JD-580961,Interaction Designer (Fresher),Infosys,"Hyderabad, India",Contract,Senior Level,Engineering,?12–22 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Figma, HTML/CSS Basics, Web Transitions",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Figma; HTML/CSS Basics; Web Transitions; Responsive Design,Accessibility,Active
